,Регион,Год,V_сточ_вод_млн_м3,ВРП_на_душу_руб,Индексы_производства_продукции_СХ_%,Доля_городского_населения_%,Использование_свеж_воды_млн_м3,Индекс_промыш_производства_%,Коэф_смерт_насел,Числ_насел,Оборот_вод_млн_м3
471,Кемеровская область — Кузбасс,2015,462.13,310498.7,102.4,86.0,1737.1,101.8,14.5,2711.9,4894.92
472,Кемеровская область — Кузбасс,2016,443.99,333713.4,98.2,86.1,1681.24,103.4,14.4,2702.0,4890.7
473,Кемеровская область — Кузбасс,2017,432.77,407447.3,101.4,86.2,1672.01,103.6,14.2,2687.0,4895.42
474,Кемеровская область — Кузбасс,2018,355.07,473228.2,98.5,86.4,1524.79,101.0,14.5,2665.3,4789.56
475,Кемеровская область — Кузбасс,2019,300.65,417916.8,98.9,86.4,2288.79,102.9,14.3,2647.7,4956.01
476,Кемеровская область — Кузбасс,2020,264.77,396616.6,106.7,86.5,1477.14,96.2,16.3,2622.3,4653.68
477,Кемеровская область — Кузбасс,2021,225.07,699481.8,111.8,86.5,1273.71,106.8,18.3,2592.0,4436.52
478,Кемеровская область — Кузбасс,2022,203.81,848312.2,110.1,86.5,1474.27,95.9,14.9,2568.2,4107.36
479,Кемеровская область — Кузбасс,2023,212.0,736455.8,86.2,86.5,1457.0,98.7,13.9,2547.7,4152.0
480,Кировская область,2000,179.0,23165.6,97.1,71.2,247.0,112.51,16.8,1536.8,1066.0
481,Кировская область,2001,176.0,27297.1,103.1,71.6,254.0,86.07,17,1518.4,1029.0
482,Кировская область,2002,171.0,33124.0,87.4,71.8,256.0,98.43,19,1499.0,1075.0
483,Кировская область,2003,171.0,38900.6,94.6,72.2,258.0,100.62,19.6,1472.5,1136.0
484,Кировская область,2004,167.0,48464.8,97.4,72.9,266.0,103.1,19,1445.3,1145.0
485,Кировская область,2005,132.0,55726.6,92.5,72.3,256.0,100.3,19.3,1418.7,1056.0
486,Кировская область,2006,159.0,68958.3,97.2,72.6,261.0,108.3,18,1396.0,1129.0
487,Кировская область,2007,147.0,85144.4,90.8,73.1,259.0,101.7,17.2,1379.4,1147.0
488,Кировская область,2008,147.0,110127.9,100.1,73.3,268.0,98.7,17.5,1365.0,1084.0
489,Кировская область,2009,139.0,107680.4,103.0,73.6,245.0,90.1,17.1,1352.7,1061.0
490,Кировская область,2010,205.0,128073.7,86.4,74.1,237.0,111.4,16.7,1338.8,1103.0
491,Кировская область,2011,176.0,146903.7,111.4,74.4,229.0,110.0,15.9,1319.7,1028.0
492,Кировская область,2012,170.65,159030.0,95.4,74.7,219.76,100.8,15.8,1302.5,1058.86
493,Кировская область,2013,169.13,173192.9,93.7,75.0,214.04,100.2,15.6,1286.0,1097.29
494,Кировская область,2014,146.31,198742.1,110.3,75.4,192.67,103.9,15.5,1271.0,1040.99
495,Кировская область,2015,131.93,223251.7,98.6,75.7,184.31,103.3,15.6,1257.0,997.76
496,Кировская область,2016,127.28,250772.9,104.0,76.0,184.43,102.7,15.4,1243.5,1018.3
497,Кировская область,2017,85.94,268466.4,96.3,76.4,178.12,101.0,15.1,1227.9,952.53
498,Кировская область,2018,79.04,289855.8,104.5,76.8,181.44,103.3,15.6,1209.6,1101.19
499,Кировская область,2019,110.57,308454.0,100.4,77.2,182.88,101.3,15.1,1192.5,1102.45
500,Кировская область,2020,110.2,335637.0,108.4,77.6,177.13,104.1,17.9,1172.8,1014.08
501,Кировская область,2021,105.81,420844.8,98.7,77.9,180.0,114.6,20.9,1149.2,990.71
502,Кировская область,2022,105.09,484903.7,111.5,78.3,174.01,103.3,16.6,1138.1,1027.49
503,Кировская область,2023,81.0,534306.1,97.5,78.7,151.0,110.5,15.1,1129.9,963.0
504,Костромская область,2000,64.0,21984.7,102.9,66.8,1515.0,108.18,18.9,754.0,201.0
505,Костромская область,2001,63.0,29668.3,97.8,67.1,1480.0,103.4,19.9,743.9,210.0
506,Костромская область,2002,57.0,35109.5,96.9,67.4,1470.0,102.11,21.1,734.5,177.0
507,Костромская область,2003,64.0,40741.1,93.8,67.9,1622.0,106.22,21.7,723.1,184.0
508,Костромская область,2004,65.0,52661.0,93.2,68.1,1635.0,104.5,21.3,712.0,185.0
509,Костромская область,2005,64.0,63304.4,98.6,68.6,1574.0,108.9,21.3,699.8,188.0
510,Костромская область,2006,66.0,78226.9,101.7,69.1,1632.0,111.1,19.2,689.8,277.0
511,Костромская область,2007,64.0,95687.2,97.0,69.2,1742.0,105.7,18.1,683.4,247.0
512,Костромская область,2008,65.0,119071.5,94.2,69.4,1671.0,100.2,18.4,677.8,341.0
513,Костромская область,2009,61.0,116856.2,99.5,69.6,1508.0,83.8,17.6,672.9,232.0
514,Костромская область,2010,47.0,146536.9,91.0,70.0,1800.0,115.7,17.7,666.4,124.0
515,Костромская область,2011,46.0,176159.8,111.3,70.2,1905.0,108.2,16.6,657.8000000000001,97.0
516,Костромская область,2012,47.44,199938.0,98.0,70.5,1906.9,103.7,16.2,651.1,128.53
517,Костромская область,2013,40.54,214581.7,93.0,70.9,1982.26,104.6,16.3,644.6,252.57
518,Костромская область,2014,37.06,228669.8,97.3,71.4,2076.02,100.0,16.2,638.7,420.67
519,Костромская область,2015,36.41,252781.6,95.1,71.6,1781.24,91.5,16.5,631.8,404.38
520,Костромская область,2016,35.79,271006.1,96.7,72.0,1988.09,101.8,16.2,624.5,394.62
521,Костромская область,2017,35.38,287837.4,93.4,72.4,1864.94,107.0,15.5,615.7,204.49
522,Костромская область,2018,33.91,314092.1,97.9,72.6,1810.9,97.1,15.6,605.7,205.75
523,Костромская область,2019,35.23,338677.9,101.0,73.0,1727.85,108.2,15.5,598.0,586.27
524,Костромская область,2020,36.81,343868.4,106.2,73.4,1137.57,90.1,17.7,589.2,607.86
525,Костромская область,2021,39.3,424108.4,95.5,73.8,1587.89,113.4,21.6,578.0,729.53
526,Костромская область,2022,38.08,480119.7,100.4,74.1,1724.02,92.5,17.1,571.9,750.05
527,Костромская область,2023,33.0,555311.3,105.6,74.5,1548.0,108.6,15.5,566.3,749.0
528,Краснодарский край,2000,1076.0,26713.9,114.8,53.5,3572.0,109.7,15.2,5132.8,1079.0
529,Краснодарский край,2001,1039.0,34912.4,110.3,53.5,3483.0,101.5,15.1,5131.6,870.0
530,Краснодарский край,2002,986.0,42477.6,105.8,53.5,3485.0,105.0,15.7,5119.8,1026.0
531,Краснодарский край,2003,1252.0,48572.8,90.5,53.5,3397.0,105.1,15.7,5114.9,1096.0
532,Краснодарский край,2004,1226.0,61291.7,118.6,52.8,3231.0,105.6,15.3,5118.9,1078.0
533,Краснодарский край,2005,795.0,72794.1,102.5,52.8,3105.0,109.2,15.6,5127.3,1195.0
534,Краснодарский край,2006,907.0,94244.0,104.1,52.8,3413.0,122.9,14.7,5142.9,1220.0
535,Краснодарский край,2007,887.0,125700.4,98.7,52.8,3420.0,110.9,14.3,5170.7,1198.0
536,Краснодарский край,2008,858.0,155103.6,123.1,52.8,3253.0,100.4,14.1,5194.4,1216.0
537,Краснодарский край,2009,820.0,165555.1,94.8,52.8,3107.0,87.8,13.5,5214.2,1193.0
538,Краснодарский край,2010,863.0,196914.3,102.8,52.9,3142.0,104.2,13.5,5230.0,1475.0
539,Краснодарский край,2011,920.0,236464.8,111.2,53.4,3278.0,107.1,13.5,5297.2,1903.0
540,Краснодарский край,2012,891.89,273999.1,88.3,53.7,3235.77,108.3,13.1,5356.1,1885.47
541,Краснодарский край,2013,839.32,307971.4,106.6,54.2,3013.79,102.5,12.7,5443.4,1836.97
542,Краснодарский край,2014,832.89,326019.5,101.4,54.5,3005.12,105.3,12.8,5505.8,1706.32
543,Краснодарский край,2015,857.77,348836.0,102.9,54.8,3055.94,104.8,12.9,5579.7,1764.48
544,Краснодарский край,2016,900.88,401975.1,105.2,55.2,3155.94,104.9,12.7,5650.2,1776.64
545,Краснодарский край,2017,765.93,427061.4,101.7,55.6,3168.35,104.5,12.3,5695.9,1982.22
546,Краснодарский край,2018,718.03,436674.8,96.4,56.0,3157.43,101.6,11.8,5753.799999999999,1485.32
547,Краснодарский край,2019,732.17,446335.4,108.9,56.2,3779.93,102.9,12.1,5794.1,1887.65
548,Краснодарский край,2020,518.52,459481.1,91.4,56.6,2871.89,95.0,14.2,5815.6,1677.11
549,Краснодарский край,2021,672.19,563372.1,114.0,57.0,3162.43,108.3,16.5,5832.0,1779.62
550,Краснодарский край,2022,800.87,738801.1,109.7,57.1,2704.82,103.8,13.5,5819.3,1544.44
551,Краснодарский край,2023,34.0,819068.7,95.7,57.3,692.0,106.0,12.3,5833.0,371.0
552,Красноярский край,2000,617.0,71281.0,103.9,75.4,2900.0,102.1,14.8,3000.9,3225.0
553,Красноярский край,2001,620.0,80038.8,100.9,75.6,2604.0,102.1,14.6,2981.8,3053.0
554,Красноярский край,2002,611.0,77729.0,101.4,75.8,2605.0,104.3,15.3,2961.9,3162.0
555,Красноярский край,2003,578.0,92547.5,102.3,76.0,2789.0,106.2,15.8,2931.9,3190.0
556,Красноярский край,2004,531.0,125287.8,101.5,76.0,2494.0,103.7,15.2,2901.9,2980.0
557,Красноярский край,2005,531.0,152389.0,101.7,75.7,2755.0,100.8,15.8,2869.3,3064.0
558,Красноярский край,2006,462.0,205042.4,102.1,75.5,2545.0,101.0,14.1,2845.4,3063.0
559,Красноярский край,2007,449.0,258394.3,104.0,76.0,2643.0,102.4,13.5,2837.0,3182.0
560,Красноярский край,2008,481.0,260318.2,103.3,75.8,3018.0,104.0,13.8,2832.6,3436.0
561,Красноярский край,2009,453.0,264478.7,102.7,76.0,2456.0,98.3,13.3,2832.9,3325.0
562,Красноярский край,2010,444.0,372848.1,95.7,76.4,2296.0,135.8,13.5,2829.1,3251.0
563,Красноярский край,2011,448.0,413129.4,98.1,76.7,2218.0,107.3,13,2839.0,3371.0
564,Красноярский край,2012,425.63,416138.6,93.1,77.0,2348.65,109.3,13,2847.7,3355.49
565,Красноярский край,2013,391.11,440842.2,99.0,77.4,2084.47,109.3,12.7,2854.7,3322.01
566,Красноярский край,2014,366.69,493601.6,95.1,77.7,1931.37,102.3,12.7,2861.3,3098.53
567,Красноярский край,2015,327.23,581761.5,100.3,78.0,2114.17,99.0,12.6,2869.7,3224.23
568,Красноярский край,2016,313.28,633831.3,103.3,78.3,1916.8,99.0,12.5,2879.2,2987.19
569,Красноярский край,2017,308.33,686444.6,94.4,78.5,2006.24,103.9,12.3,2881.0,2860.14
570,Красноярский край,2018,304.71,824537.3,101.6,78.8,1909.84,106.4,12.4,2879.2,2807.51
571,Красноярский край,2019,317.81,937587.0,104.5,78.9,1848.77,101.7,12.2,2872.1,2892.25
572,Красноярский край,2020,321.61,950427.4,108.1,79.1,1542.13,91.7,14.3,2862.4,2817.02
573,Красноярский край,2021,323.63,1091894.6,95.7,79.4,1458.77,98.1,16.4,2856.4,2580.86
574,Красноярский край,2022,299.25,1164188.7,103.7,79.6,1940.76,103.2,13.4,2845.5,3276.04
575,Красноярский край,2023,299.0,1307050.7,96.1,79.8,1843.0,98.4,12.3,2846.1,3230.0
576,Курганская область,2000,62.0,17758.7,94.7,56.3,84.0,102.36,16.3,1047.1,484.0
577,Курганская область,2001,18.0,24429.3,104.3,56.4,82.0,115.91,16.4,1030.7,406.0
578,Курганская область,2002,62.0,29253.3,91.6,56.4,74.0,90.46,17.7,1016.2,363.0
579,Курганская область,2003,57.0,36759.0,94.1,57.0,68.0,113.03,18.1,999.4,397.0
580,Курганская область,2004,57.0,42889.3,87.0,57.6,71.0,106.1,17.8,981.0,364.0
581,Курганская область,2005,59.0,51724.0,114.5,58.4,70.0,105.4,17.9,961.8,354.0
582,Курганская область,2006,57.0,71738.6,103.1,58.9,67.0,106.8,16.8,946.1,377.0
583,Курганская область,2007,56.0,86224.4,103.5,59.3,63.0,105.9,16.3,934.5,378.0
584,Курганская область,2008,54.0,114237.4,102.7,59.5,61.0,101.3,16.7,925.2,396.0
585,Курганская область,2009,52.0,117058.7,104.2,59.9,62.0,77.0,16.2,918.6,379.0
586,Курганская область,2010,50.0,129013.4,78.1,60.3,62.0,113.2,16,908.8,353.0
587,Курганская область,2011,46.0,151306.2,148.1,60.5,63.0,110.4,15.7,893.2,340.0
588,Курганская область,2012,42.55,164761.4,69.7,60.9,63.9,110.5,16.1,879.7,347.77
589,Курганская область,2013,39.79,191153.9,114.8,61.5,58.78,100.8,16.2,868.0,321.1
590,Курганская область,2014,38.54,197378.8,85.5,62.0,52.93,97.7,16.1,857.7,303.69
591,Курганская область,2015,37.86,210550.4,107.1,62.4,54.25,101.8,16.4,846.8,303.94
592,Курганская область,2016,37.97,240205.5,104.5,62.5,49.4,102.2,16.2,836.0,277.42
593,Курганская область,2017,36.09,252940.7,106.1,62.7,51.74,101.9,15.6,824.4,282.08
594,Курганская область,2018,33.18,263729.8,92.9,63.1,49.89,101.2,15.9,810.5,279.92
595,Курганская область,2019,31.79,294094.2,101.9,63.4,46.39,105.4,15.7,800.0,291.95
596,Курганская область,2020,32.17,302428.2,88.2,63.6,44.35,97.7,18.0,788.4,289.59
597,Курганская область,2021,31.31,348779.7,88.2,64.0,45.32,104.8,21.3,772.3,219.67
598,Курганская область,2022,29.02,442701.5,149.0,64.2,43.28,105.4,16.4,761.6,249.66
599,Курганская область,2023,28.0,502403.0,79.7,64.4,44.0,117.1,16.4,753.0,221.0
600,Курская область,2000,39.0,23677.7,119.7,60.8,320.0,102.5,18.6,1266.4,5876.0
601,Курская область,2001,38.0,28946.1,101.5,61.1,308.0,86.3,18.7,1248.6,4875.0
602,Курская область,2002,38.0,36545.7,108.3,61.4,311.0,103.9,19.3,1231.1,5043.0
603,Курская область,2003,35.0,46131.2,98.3,61.7,314.0,119.3,19.7,1213.4,5660.0
604,Курская область,2004,35.0,63512.1,102.5,62.0,303.0,104.7,19.5,1195.8,5827.0
605,Курская область,2005,34.0,72995.3,101.4,62.6,323.0,104.5,19.8,1177.6,6046.0
606,Курская область,2006,33.0,88949.4,101.3,63.1,263.0,106.5,19.2,1161.6,5463.0
607,Курская область,2007,34.0,111348.4,110.3,63.7,265.0,104.1,18.2,1151.9,6083.0
608,Курская область,2008,35.0,146276.4,121.3,64.2,250.0,95.0,18.5,1143.3,5247.0
609,Курская область,2009,33.0,141833.5,99.3,64.7,244.0,100.0,17.8,1135.0,5604.0
610,Курская область,2010,37.0,171322.1,81.4,65.4,248.0,106.5,17.6,1125.7,5875.0
611,Курская область,2011,50.0,203725.7,147.2,65.9,240.0,104.6,16.8,1121.0,6025.0
612,Курская область,2012,45.21,221698.6,108.0,66.4,233.39,103.3,16.6,1118.2,6135.11
613,Курская область,2013,15.8,242938.0,115.1,66.5,228.68,100.8,16.2,1117.3,5273.18
614,Курская область,2014,14.44,267217.4,113.9,66.8,229.85,105.8,16.6,1115.2,6145.36
615,Курская область,2015,36.06,301870.7,101.0,67.2,218.58,104.3,16.3,1117.5,6130.63
616,Курская область,2016,36.4,338778.3,112.5,67.5,202.39,104.9,16.1,1120.0,5878.35
617,Курская область,2017,38.3,362712.1,108.5,67.7,208.62,103.2,15.6,1111.8,6114.86
618,Курская область,2018,35.93,407221.0,100.4,68.0,206.14,100.9,15.5,1103.2,5783.56
619,Курская область,2019,35.57,450211.6,107.4,68.3,210.84,102.0,15.0,1099.6,5356.65
620,Курская область,2020,35.08,477362.7,108.1,68.4,205.95,103.2,17.7,1091.6,5810.54
621,Курская область,2021,32.47,634611.0,88.9,68.5,219.26,107.7,21.5,1078.2,5716.49
622,Курская область,2022,33.07,620432.2,118.9,68.5,206.81,94.5,16.2,1067.0,4657.41
623,Курская область,2023,33.0,702737.9,105.0,68.8,199.0,111.3,14.5,1060.9,4615.0
624,Ленинградская область,2000,424.0,33265.1,102.6,66.3,5329.0,109.1,18.8,1680.4,1096.0
625,Ленинградская область,2001,410.0,45248.2,104.4,66.4,6294.0,104.78,19.9,1672.7,1178.0
626,Ленинградская область,2002,398.0,56738.1,109.3,66.4,5681.0,119.75,20.4,1667.1,1301.0
627,Ленинградская область,2003,387.0,72578.7,91.0,66.4,5930.0,113.3,21,1673.3,1304.0
628,Ленинградская область,2004,383.0,99230.0,97.7,66.2,5775.0,123.2,20,1681.5,1379.0
629,Ленинградская область,2005,356.0,122024.2,102.0,66.0,5879.0,108.1,19.9,1685.4,1413.0
630,Ленинградская область,2006,355.0,157122.1,99.0,65.9,5937.0,126.4,18.7,1691.1,1355.0
631,Ленинградская область,2007,324.0,182657.9,102.2,66.0,6255.0,102.8,17.6,1692.5,1353.0
632,Ленинградская область,2008,324.0,226011.0,102.2,65.9,6849.0,101.0,17.3,1698.9,1358.0
633,Ленинградская область,2009,313.0,252890.9,103.5,65.8,6149.0,96.9,16.3,1704.9,1411.0
634,Ленинградская область,2010,291.0,286435.4,102.3,65.7,6623.0,114.3,15.8,1718.6,1372.0
635,Ленинградская область,2011,231.0,336137.4,109.3,64.7,6630.0,110.6,14.6,1742.6,1162.0
636,Ленинградская область,2012,238.71,382821.7,107.6,65.1,5530.28,105.7,14.6,1768.5,1089.53
637,Ленинградская область,2013,277.31,381510.3,104.2,65.3,4522.26,95.6,14.3,1789.5,1285.04
638,Ленинградская область,2014,267.25,390916.1,101.0,65.4,5461.34,100.2,14.3,1808.8,1037.21
639,Ленинградская область,2015,269.17,468084.8,101.8,65.3,5706.1,99.6,13.7,1821.4,1148.1
640,Ленинградская область,2016,272.18,520669.6,95.7,65.0,5850.95,103.7,13.6,1841.9,1043.11
641,Ленинградская область,2017,334.06,539983.3,99.8,64.3,5527.22,100.5,12.9,1871.4,1347.14
642,Ленинградская область,2018,329.25,606440.8,103.9,63.8,5569.92,104.9,12.5,1913.5,1989.17
643,Ленинградская область,2019,302.19,633301.4,101.0,66.2,4958.75,105.1,12.1,1950.9,2418.38
644,Ленинградская область,2020,301.58,630638.4,100.9,66.8,4326.35,98.9,14.3,1977.3,2717.73
645,Ленинградская область,2021,299.07,739732.7,101.1,67.1,3436.32,107.9,16.1,2006.0,3623.31
646,Ленинградская область,2022,290.52,822793.9,103.4,67.1,3538.66,96.8,12.9,2023.8,3252.91
647,Ленинградская область,2023,278.0,943551.9,101.1,67.5,3403.0,107.7,11.4,2035.8,3007.0
648,Липецкая область,2000,149.0,39050.9,108.2,64.1,294.0,114.1,16.5,1228.1,2159.0
649,Липецкая область,2001,146.0,41308.6,111.7,64.1,292.0,107.2,17.1,1220.5,2121.0
650,Липецкая область,2002,137.0,58065.7,102.3,64.3,285.0,114.2,17.5,1211.0,2143.0
651,Липецкая область,2003,126.0,79661.2,110.9,64.4,264.0,106.5,18.4,1205.3,2039.0
652,Липецкая область,2004,125.0,117959.2,101.1,64.5,258.0,104.6,18.2,1198.6,2052.0
653,Липецкая область,2005,127.0,121376.2,109.6,63.1,251.0,102.3,17.7,1193.9,2042.0
654,Липецкая область,2006,124.0,150197.1,106.3,63.2,245.0,111.6,17.2,1190.4,2052.0
655,Липецкая область,2007,114.0,176534.6,111.4,63.3,230.0,103.7,16.8,1186.7,2074.0
656,Липецкая область,2008,140.0,219135.8,120.9,63.4,224.0,94.3,16.9,1182.0,2032.0
657,Липецкая область,2009,101.0,192165.2,100.8,63.5,177.0,86.9,16.2,1177.0,2078.0
658,Липецкая область,2010,87.0,211610.6,77.6,63.7,175.0,110.7,16.7,1172.0,2092.0
659,Липецкая область,2011,82.0,245988.4,145.0,63.7,169.0,111.1,15.2,1168.1,2086.0
660,Липецкая область,2012,86.78,251272.6,102.6,63.8,164.85,107.4,15.3,1166.5,2157.48
661,Липецкая область,2013,80.05,270671.8,112.6,63.7,163.76,100.3,15.1,1166.1,2181.56
662,Липецкая область,2014,79.09,341690.5,100.3,63.7,156.21,102.9,15.3,1166.2,2138.74
663,Липецкая область,2015,75.74,384877.6,106.8,63.6,156.46,100.8,15.2,1167.0,2215.56
664,Липецкая область,2016,83.03,429064.8,107.7,63.4,152.79,103.4,15.0,1169.5,2217.45
665,Липецкая область,2017,76.83,447280.1,105.5,63.4,156.93,102.9,14.5,1165.8,2165.56
666,Липецкая область,2018,69.34,519293.4,106.7,63.4,163.38,103.7,14.3,1162.0,2223.26
667,Липецкая область,2019,75.5,491045.2,111.4,63.4,161.92,96.4,14.0,1159.7,2181.41
668,Липецкая область,2020,68.21,535237.5,106.4,63.3,155.92,102.5,17.5,1150.6,2190.0
669,Липецкая область,2021,65.47,745419.3,88.9,63.0,163.81,106.0,20.6,1138.1,2336.73
670,Липецкая область,2022,64.6,700248.9,114.9,63.0,153.08,96.8,15.2,1126.3,2018.69
671,Липецкая область,2023,67.0,847501.2,103.5,62.9,153.0,109.2,14.4,1116.3,2285.0
672,Магаданская область,2000,47.0,65704.6,83.7,91.4,90.0,99.8,11.8,193.9,412.0
673,Магаданская область,2001,49.0,89987.5,90.6,91.9,96.0,106.3,12.2,187.2,752.0
674,Магаданская область,2002,42.0,121272.5,123.7,92.6,92.0,109.4,12.6,181.8,363.0
675,Магаданская область,2003,40.0,135180.6,118.9,93.1,86.0,93.7,12.6,178.1,353.0
676,Магаданская область,2004,34.0,139840.3,90.4,93.6,84.0,95.6,13.5,173.9,351.0
677,Магаданская область,2005,28.0,157798.9,95.6,94.1,73.0,102.6,13.7,170.4,307.0
678,Магаданская область,2006,28.0,185017.6,103.9,94.4,72.0,88.8,13.3,166.9,315.0
679,Магаданская область,2007,29.0,213449.6,103.0,94.6,75.0,91.0,13.3,164.0,329.0
680,Магаданская область,2008,30.0,258848.1,104.6,94.9,77.0,102.1,13.9,160.9,354.0
681,Магаданская область,2009,29.0,299403.8,102.5,95.2,77.0,105.8,13.5,159.0,368.0
682,Магаданская область,2010,27.0,377895.0,97.6,95.5,77.0,103.9,13,156.5,405.0
683,Магаданская область,2011,26.0,464366.7,94.5,95.6,79.0,108.3,13,154.3,390.0
684,Магаданская область,2012,16.78,511959.6,110.1,95.7,79.44,110.0,12.7,152.0,443.31
685,Магаданская область,2013,16.26,589096.7,86.2,95.8,83.09,103.0,12,149.8,449.7
686,Магаданская область,2014,14.25,652303.2,99.2,95.9,83.11,109.0,12.0,147.4,445.36
687,Магаданская область,2015,12.92,858967.0,114.2,95.9,74.85,107.5,11.9,145.5,431.71
688,Магаданская область,2016,13.6,1060991.5,100.9,96.0,73.2,100.8,11.5,144.6,436.04
689,Магаданская область,2017,14.51,1125991.6,111.4,96.2,71.82,107.7,11.5,142.9,443.52
690,Магаданская область,2018,11.14,1247255.2,96.0,96.3,83.62,109.6,11.5,139.9,465.75
691,Магаданская область,2019,4.87,1539596.1,89.4,96.4,78.42,112.6,11.7,138.6,424.56
692,Магаданская область,2020,14.15,2066380.4,103.9,96.4,75.24,105.7,12.7,137.3,406.07
693,Магаданская область,2021,13.78,2343311.4,94.1,96.4,75.33,106.0,15.2,135.9,400.87
694,Магаданская область,2022,13.52,2338219.1,107.7,96.5,74.3,101.1,12.7,134.3,420.24
695,Магаданская область,2023,14.0,3017481.0,106.0,96.5,74.0,92.9,12.1,133.4,410.0
696,Московская область,2000,638.0,26687.7,109.9,79.5,1900.0,111.7,17,6613.5,3360.0
697,Московская область,2001,618.0,35569.3,91.4,79.4,1847.0,104.5,17.8,6609.2,3487.0
698,Московская область,2002,630.0,47323.5,102.3,79.3,1787.0,107.2,17.9,6616.9,3233.0
699,Московская область,2003,626.0,62023.3,101.1,79.4,1710.0,129.48,17.9,6671.3,3465.0
700,Московская область,2004,643.0,79833.2,99.2,80.2,1609.0,115.8,17.3,6736.7,3582.0
701,Московская область,2005,635.0,104738.3,101.3,80.1,1486.0,114.1,17.1,6783.8,3419.0
702,Московская область,2006,617.0,137092.1,99.7,80.3,1595.0,113.0,16.6,6846.8,3789.0
703,Московская область,2007,597.0,188565.3,101.1,79.9,1512.0,106.2,16.1,6895.4,3925.0
704,Московская область,2008,588.0,237595.8,98.4,80.2,1618.0,106.0,16.1,6958.0,3576.0
705,Московская область,2009,565.0,217339.7,105.4,80.2,1635.0,86.8,15.3,7024.2,3376.0
706,Московская область,2010,1309.0,259421.5,82.6,80.1,2482.0,107.1,15.4,7106.2,3071.0
707,Московская область,2011,1220.0,303386.9,125.1,80.0,2747.0,109.7,14.1,7243.7,3060.0
708,Московская область,2012,1214.41,322242.7,94.2,80.0,2345.25,107.9,13.7,7385.5,3065.09
709,Московская область,2013,1190.05,341618.7,95.8,79.9,2261.72,105.2,13.3,7519.7,2906.03
710,Московская область,2014,1121.91,361238.5,99.2,79.8,2183.47,104.1,13.1,7666.3,3112.08
711,Московская область,2015,1077.78,411183.7,105.6,79.7,2030.24,101.1,12.2,7805.8,2966.8
712,Московская область,2016,1066.87,533624.2,99.2,79.6,1890.04,114.7,12.1,7960.0,3120.57
713,Московская область,2017,1035.69,534666.5,95.8,79.4,1806.14,108.0,11.5,8088.3,2583.6
714,Московская область,2018,956.19,569142.7,102.5,79.2,1718.93,109.8,11.3,8233.2,2487.19
715,Московская область,2019,870.35,625811.9,109.4,79.0,1747.9,113.1,11.0,8372.9,2326.12
716,Московская область,2020,853.02,643208.1,98.0,78.7,1645.4,109.7,13.3,8436.9,1988.03
717,Московская область,2021,902.13,802156.1,104.8,78.5,1706.21,121.9,14.8,8542.3,2373.65
718,Московская область,2022,807.74,901231.0,102.4,78.3,1731.29,102.9,11.7,8591.7,2471.16
719,Московская область,2023,806.0,1072270.7,103.1,78.0,1779.0,116.1,11.0,8651.3,2474.0
720,Мурманская область,2000,429.0,59157.8,104.1,92.3,1720.0,104.67,11.6,922.9,983.0
721,Мурманская область,2001,370.0,62965.4,95.5,92.3,1722.0,101.1,12.2,905.7,989.0
722,Мурманская область,2002,366.0,76236.9,94.0,92.2,1663.0,96.92,13.2,889.8,968.0
723,Мурманская область,2003,339.0,91442.1,84.3,92.3,1666.0,104.02,14,873.2,946.0
724,Мурманская область,2004,374.0,144469.3,90.2,92.0,1739.0,104.3,13.5,856.9,1038.0
725,Мурманская область,2005,394.0,156652.5,105.5,92.3,1627.0,100.2,13.8,839.4,1006.0
726,Мурманская область,2006,329.0,190124.3,110.1,92.5,1732.0,101.5,13.2,824.0,980.0
727,Мурманская область,2007,383.0,233765.5,105.8,92.6,1605.0,98.2,12.2,815.1,1018.0
728,Мурманская область,2008,356.0,263755.5,104.0,92.7,1622.0,94.6,12.5,805.6,1053.0
729,Мурманская область,2009,352.0,251956.9,100.9,92.7,1610.0,96.5,12.5,799.8,960.0
730,Мурманская область,2010,339.0,292926.1,96.3,92.8,1502.0,103.2,11.9,794.1,920.0
731,Мурманская область,2011,334.0,334720.5,99.8,92.8,1586.0,99.5,11.6,782.2,1058.0
732,Мурманская область,2012,375.84,365920.8,101.7,92.9,1472.39,102.7,11.4,769.2,1103.05
733,Мурманская область,2013,333.59,402526.1,77.0,93.0,1593.08,99.8,11.2,754.1,943.19
734,Мурманская область,2014,331.01,438309.7,81.1,93.0,1560.96,99.8,11.7,743.9,904.18
735,Мурманская область,2015,328.28,543412.9,77.0,93.0,1373.41,106.8,12.0,734.1,1017.09
736,Мурманская область,2016,319.78,640507.9,76.2,93.0,1393.24,106.6,12.0,724.1,1021.66
737,Мурманская область,2017,317.91,666306.4,103.5,93.0,1418.22,111.6,11.6,714.7,1033.52
738,Мурманская область,2018,297.86,734566.5,102.6,93.0,1446.87,101.5,11.9,704.0,1053.68
739,Мурманская область,2019,266.47,883121.0,94.4,93.0,1368.91,108.0,12.1,692.2,1062.82
740,Мурманская область,2020,127.24,1164918.2,106.5,93.1,1422.94,101.0,14.5,678.6,1058.9
741,Мурманская область,2021,131.06,1646950.9,106.5,93.1,1327.02,105.7,17.2,665.2,953.23
742,Мурманская область,2022,110.83,1735233.4,89.6,93.0,1435.35,95.9,13.2,658.7,1025.41
743,Мурманская область,2023,124.0,1714647.5,106.1,93.0,1586.0,97.5,12.7,656.4,922.0
